organization_name,department_name,department_name_harmonised
Universität Hamburg,Centre for Earth System Research and Sustainability (CEN),CEN
Universität Hamburg,Centre for Futures of Sustainability,CEN
Universität Hamburg,Centre for Psycho-Social Medicine,Centre for Psycho-Social Medicine
Universität Hamburg,Centre for the Studies of Manuscript Cultures,Centre for the Study of Manuscript Cultures
Universität Hamburg,Centre for the Study of Manuscript Cultures,Centre for the Study of Manuscript Cultures
Universität Hamburg,Centre for the Study of Manuscript Cultures (CSMC),Centre for the Study of Manuscript Cultures
Universität Hamburg,"Centre for the Study of Manuscript Cultures, CSMC",Centre for the Study of Manuscript Cultures
Universität Hamburg,Centrum für Erdsystemforschung und Nachhaltigkeit,CEN
Universität Hamburg,Centrum für Erdsystemforschung und Nachhaltigkeit (CEN),CEN
Universität Hamburg,Centrum für Naturkunde,Center of Natural History
Universität Hamburg,Centrum für Naturkunde (CeNak),Center of Natural History
Universität Hamburg,Centrum für Naturkunde (CeNak)–Center of Natural History,Center of Natural History
Universität Hamburg,Chemical Reaction Technique,Chemical Reaction Technique
Universität Hamburg,Chemistry,Department of Chemistry
Universität Hamburg,Clinical Psychology and Psychotherapy,Clinical Psychology and Psychotherapy
Universität Hamburg,Cluster of Excellence  'Understanding Written Artefacts' (UWA),Cluster of Excellence  'Understanding Written Artefacts' (UWA)
Universität Hamburg,Cluster of Excellence CLICCS,"Climate, Climatic Change, and Society"
Universität Hamburg,Computational Systems Biology,Institute for Computational Systems Biology
Universität Hamburg,Computer Sciences Department,Department of Computer Science
Universität Hamburg,DFG Humanities Centre for Advanced Studies “Futures of Sustainability,DFG Humanities Centre for Advanced Studies Futures of Sustainability
Universität Hamburg,Department Earth System Sciences,Department of Earth System Sciences
Universität Hamburg,Department of Chemistry,Department of Chemistry
Universität Hamburg,"Department of Chemistry, Institute of Physical Chemistry",Institute for Physical Chemistry
Universität Hamburg,Department of Classical Archaeology,Department of Classical Archaeology
Universität Hamburg,Department of Dermatology and Venerology,Department of Dermatology and Venereology
Universität Hamburg,Department of Diagnostic and,Department of Diagnostic and Interventional Neuroradiology
Universität Hamburg,Department of Diagnostic and Interventional Neuroradiology University Medical Center Hamburg‐Eppendorf Hamburg Germany,Department of Diagnostic and Interventional Neuroradiology
Universität Hamburg,Department of Earth System Sciences,Department of Earth System Sciences
Universität Hamburg,Department of Economics,Department of Economics
Universität Hamburg,Department of Educational Psychology and Motivation,Department of Educational Psychology and Motivation
Universität Hamburg,Department of English,Department of English
Universität Hamburg,Department of Health Economics and Health Services Research University Medical Center Hamburg‐Eppendorf Hamburg Center for Health Economics,Department of Health Economics and Health Services Research
Universität Hamburg,Department of Intensive Care,Department of Intensive Care Medicine
Universität Hamburg,Department of Invertebrates,Department of Invertebrates
Universität Hamburg,Department of Languages and Aesthetic Disciplines Education,Department of Languages and Aesthetic Disciplines Education
Universität Hamburg,Department of Mathematics,Department of Mathematics
Universität Hamburg,Department of Medical Biometry and Epidemiology; University Medical Center; Hamburg-Eppendorf Hamburg Germany,Department of Medical Biometry and Epidemiology
Universität Hamburg,Department of Medicine I,Department of Medicine
Universität Hamburg,Department of Orthopaedic Surgery,Department of Orthopaedic Surgery
Universität Hamburg,Department of Philosophy,Department of Philosophy
Universität Hamburg,Department of Physics,Institute of Physics
Universität Hamburg,"Department of Physics, Institute for Experimental Physics",Institute for Experimental Physics
Universität Hamburg,Department of Psychosomatic Medicine and Psychotherapy University Medical Centre Hamburg‐Eppendorf,Department of Psychosomatic Medicine and Psychotherapy
Universität Hamburg,Department of Slavic Studies,Department of Slavonic Studies
Universität Hamburg,Department of Social Sciences (Sociology),Department of Social Sciences
Universität Hamburg,Department of Social and Cultural Anthropology,Department of Social and Cultural Anthropology
Universität Hamburg,Department of Visceral Transplantation University Medical Center Hamburg‐Eppendorf Hamburg Germany,Department of Visceral Transplantation
Universität Hamburg,Dept. of Culture and History of India and Tibet,Department of Culture & History of India and Tibet
Universität Hamburg,Dept. of Mathematics,Department of Mathematics
Universität Hamburg,EE & CS,Department of Computer Science & Electrical Engineering
Universität Hamburg,Earth Sciences,Department of Earth System Sciences
Universität Hamburg,Earth System Sciences,Department of Earth System Sciences
Universität Hamburg,Earth System Sciences and Sustainability,Department of Earth System Sciences
Universität Hamburg,Economics,Department of Economics
Universität Hamburg,Erdsystemwissenschaften,Department of Earth System Sciences
Universität Hamburg,European School of Sustainability Science and Research (ESSSR),European School of Sustainability Science and Research
Universität Hamburg,Evolutionary Immunogenomics,Evolutionary Immunogenomics
Universität Hamburg,"Fachbereich Chemie, Institut für Physikalische Chemie",Institute for Physical Chemistry
Universität Hamburg,Fachbereich Mathematik,Department of Mathematics
Universität Hamburg,Fachbereich Physik,Institute of Physics
Universität Hamburg,Faculty of Economic and Social Sciences,Faculty of Economics and Social Sciences
Universität Hamburg,"Faculty of Economics, Business and Social Sciences","Faculty of Economics, Business and Social Sciences"
Universität Hamburg,Faculty of Education,Faculty of Education
Universität Hamburg,Faculty of Law,Faculty of Law
Universität Hamburg,Faculty of Psychology and Human Movement Science,Faculty of Psychology and Human Movement Science
Universität Hamburg,"Fakultät für Geisteswissenschaften, Fachbereich Geschichte",History
Universität Hamburg,Fax: +49 (40) 42 838-7009,Universität Hamburg
Universität Hamburg,Friends of Nature (FON),Friends of Nature
Universität Hamburg,From University of Hamburg,Universität Hamburg
Universität Hamburg,From the Department of Neurology and Schilling Department for Clinical and Molecular Neurogenetics (N.B.,Department of Neurology and Schilling Department for Clinical and Molecular Neurogenetics
Universität Hamburg,From the Department of Neuroradiology (J.F.),Department of Neuroradiology
Universität Hamburg,Geology,Institute for Geology
Universität Hamburg,Geosciences,Department of Geosciences
Universität Hamburg,Geowissenschaften,Department of Geosciences
Universität Hamburg,Global History,Global History
Universität Hamburg,GmbH & Co. KG Postfach 2040 D-72010 Tübingen,Universität Hamburg
Universität Hamburg,HAMBURG SCHOOL OF FOOD SCIENCE–Institute of Food Chemistry,Hamburg School of Food Science—Institute of Food Chemistry
Universität Hamburg,HARBOR,Hamburg Advanced Research Centre for Bioorganic Chemistry
Universität Hamburg,HLCES,Centre for Ethiopian and Eritrean Studies
Universität Hamburg,HUN-REN Hungarian Research Centre for Linguistics Budapest Hungary,HUN-REN Hungarian Research Centre for Linguistics
Universität Hamburg,Hamburg Univ.],Universität Hamburg
Universität Hamburg,Hamburg University Institut für Angewandte Physik,Institut für Angewandte Physik
Universität Hamburg,Hamburg University of Applied Sciences (HAW),Hamburg University of Applied Sciences
Universität Hamburg,Hamburg University of Applied Sciences (HAW) - Research and Transfer Centre Sustainability and Climate Change Management,Research and Transfer Centre Sustainability and Climate Change Management
Universität Hamburg,Hamburg University of Applied Sciences: Hochschule fur Angewandte Wissenschaften Hamburg,Hamburg University of Applied Sciences
Universität Hamburg,Hamburg University of Technology (TUHH),Hamburg University of Technology
Universität Hamburg,Hamburg University of Technology TUHH,Hamburg University of Technology
Universität Hamburg,Hamburg Universität,Universität Hamburg
Universität Hamburg,Hamburger Sternwarte,Observatory
Universität Hamburg,HanseMerkur Center for Traditional Chinese Medicine at the University Medical Center,HanseMerkur Center for Traditional Chinese Medicine
Universität Hamburg,HanseMerkur Center for Traditional Chinese Medicine at the University Medical Center Hamburg-Eppendorf,HanseMerkur Center for Traditional Chinese Medicine
Universität Hamburg,Helmholtz-Zentrum Geesthacht (HZG),Helmholtz-Zentrum Geesthacht
Universität Hamburg,Helmut-Schmidt-Universität (Hamburgo,Helmut-Schmidt-Universität
Universität Hamburg,Hub of Computing and Data Science,Hub of Computing and Data Science
Universität Hamburg,Human Geography,Human Geography
Universität Hamburg,I. Department of Internal Medicine,Department of Internal Medicine
Universität Hamburg,I. Department of Medicine,Department of Medicine
Universität Hamburg,I. Department of Medicine University Medical Center Hamburg-Eppendorf Hamburg,Department of Medicine University Medical Center
Universität Hamburg,I. Institute for Theoretical Physics,Institute for theoretical Physics
Universität Hamburg,I. Medizinische Klinik und Poliklinik,Medizinische Klinik und Poliklinik
Universität Hamburg,II. Institut für Theoretische Physik,Institute for theoretical Physics
Universität Hamburg,"II. Institut für Theoretische Physik, Universität Hamburg",Institute for theoretical Physics
Universität Hamburg,III Department of Medicine,Department of Medicine
Universität Hamburg,III. Medizinische Klinik,Medizinische Klinik
Universität Hamburg,IUCN SSC Rusts and Smuts Specialist Group -,IUCN SSC Rusts and Smuts Specialist Group
Universität Hamburg,Infectious Diseases Unit,Infectious Diseases
Universität Hamburg,Informatik,Institute for Computer Science
Universität Hamburg,Insitut für Angewandte Physik und Zentrum für Mikrostrukturforschung,Institut fur Angewandte Physik und Zentrum fur Mikrostrukturforschung
Universität Hamburg,Insitute for Laser Physics,Institute for Laser Physics
Universität Hamburg,Institut für Bodenkunde,Institute for Soil Science
Universität Hamburg,Institut für Experimentalphysik,Institute for Experimental Physics
Universität Hamburg,Institut für Geographie,Institute of Geography
Universität Hamburg,Institut für Geologie,Institute for Geology
Universität Hamburg,Institut für Geologie CEN,Institute for Geology
Universität Hamburg,Institut für Germanistik,Institute for German Studies
Universität Hamburg,Institut für LaserPhysik und Zentrum für Optische Quantentechnologien,Center of Optical Quantum Technologies
Universität Hamburg,Institut für Meereskunde,Institute of Oceanography
Universität Hamburg,Institut für Nanostruktur- und Festkörperphysik,Institute for Nanostructure and Solid State Physics
Universität Hamburg,Institut für Nanostruktur- und Festkörperpyhsik,Institute for Nanostructure and Solid State Physics
Universität Hamburg,Institut für Politische Wissenschaft,Institute for Political Science
Universität Hamburg,Institut für Politische Wissenschaft; Institut für Soziologie,Institute for Sociology
Universität Hamburg,Institut of Human Movement Science,Institute of Human Movement Science
Universität Hamburg,Institute for Alevi Theology,Institute for Alevi Theology
Universität Hamburg,Institute for Applied Polymer Physics,Institute for Applied Polymer Physics
Universität Hamburg,Institute for Computational Systems Biology,Institute for Computational Systems Biology
Universität Hamburg,Institute for Criminological Social Research,Institute for Criminological Social Research
Universität Hamburg,Institute for Experimental Physics,Institute for Experimental Physics
Universität Hamburg,Institute for Finno-Ugric/Uralic Studies (IFUU),Institute for Finno-Ugric / Uralic Studies
Universität Hamburg,Institute for Geology,Institute for Geology
Universität Hamburg,Institute for Geology University of Hamburg,Institute for Geology
Universität Hamburg,Institute for German Sign Language,Institute of German Sign Language and Communication of the Deaf
Universität Hamburg,Institute for Laser Physics,Institute for Laser Physics
Universität Hamburg,Institute for Materials and X-Ray Physics,Institute for Materials and X-Ray Physics
Universität Hamburg,Institute for Nanostructure and Solid State Physics,Institute for Nanostructure and Solid State Physics
Universität Hamburg,Institute for Romance Linguistics,Institute for Romance Linguistics
Universität Hamburg,Institute for Soil Science,Institute for Soil Science
Universität Hamburg,Institute for Technical and Macromolecular Chemistry,Institute for Technical and Macromolecular Chemistry
Universität Hamburg,Institute for Technology and Innovation Management,Institute for Technology and Innovation Management
Universität Hamburg,Institute for Technology and Innovation Management (TIM),Institute for Technology and Innovation Management
Universität Hamburg,Institute for Technology and Innovation Management at Hamburg University of Technology (TUHH),Institute for Technology and Innovation Management
Universität Hamburg,Institute of Biochemistry and Molecular Biology,Institute of Biochemistry and Molecular Biology
Universität Hamburg,Institute of Biogeochemistry and Marine Chemistry,Institute of Biogeochemistry and Marine Chemistry
Universität Hamburg,Institute of Control Systems,Institute of Control Systems
Universität Hamburg,Institute of Data Engineering,Institute of Data Engineering
Universität Hamburg,Institute of Experimental Physics,Institute for Experimental Physics
Universität Hamburg,Institute of Geo-Hydroinformatics,Institute of Geo-Hydroinformatics
Universität Hamburg,Institute of Geography,Institute of Geography
Universität Hamburg,Institute of Geology,Institute for Geology
Universität Hamburg,Institute of Geophysics,Institute of Geophysics
Universität Hamburg,Institute of German Sign Language and Communication of the Deaf,Institute of German Sign Language and Communication of the Deaf
Universität Hamburg,Institute of Human Genetics University Medical Center Hamburg‐Eppendorf,Institute of Human Genetics
Universität Hamburg,Institute of Human Genetics University of Hamburg Germany,Institute of Human Genetics
Universität Hamburg,Institute of Information Systems (IWI),Institute of Information Systems
Universität Hamburg,Institute of Marine Ecosystem and Fisheries Science,Institute of Marine Ecosystem and Fishery Science
Universität Hamburg,Institute of Multiphase Flows,Multiphase Flows
Universität Hamburg,Institute of Oceanography,Institute of Oceanography
Universität Hamburg,Institute of Pharmacy,Institute of Pharmacy
Universität Hamburg,Institute of Plant Science and Microbiology,Institute of Plant Science and Microbiology
Universität Hamburg,Institute of Polymer and Composites,Institute of Polymer and Composites
Universität Hamburg,Institute of Polymers and Composites,Institute of Polymer and Composites
Universität Hamburg,Institute of Quantum Physics,Institute of Quantum Physics
Universität Hamburg,Institute of River and Coastal Engineering,Institute of River and Coastal Engineering
Universität Hamburg,Institute of Social and Cultural Anthropology,Institute of Social and Cultural Anthropology
Universität Hamburg,Institute of Soil Science,Institute for Soil Science
Universität Hamburg,Institute of Technical Biocatalysis,Institute of Technical Biocatalysis
Universität Hamburg,Institute of Technical Education and University Didactics (ITBH),Institute of Technical Education and University Didactics
Universität Hamburg,Integrated Climate Data Center (ICDC),Integrated Climate Data Center
Universität Hamburg,"Integrated Climate Data Center, CEN",Integrated Climate Data Center
Universität Hamburg,Intercultural and International Comparative Educational Science,Intercultural and International Comparative Educational Science
Universität Hamburg,Interkulturelle Theologie und Religionswissenschaft,Intercultural Theology & Religious Science
Universität Hamburg,International Max Planck Research School on Earth System Modeling,International Max Planck Research School of Earth Systems Modelling
Universität Hamburg,International Max Planck Research School on Earth System Modeling (IMPRS-ESM),International Max Planck Research School of Earth Systems Modelling
Universität Hamburg,Jens Fiehler Department of Diagnostic and Interventional Neuroradiology,Department of Diagnostic and Interventional Neuroradiology
Universität Hamburg,Jens Fiehler Dept of Diagnostic and Interventional Neuroradiology,Department of Diagnostic and Interventional Neuroradiology
Universität Hamburg,Journalism and Media Research,Journalism and Media Research
Universität Hamburg,KlimaCampus,KlimaCampus Hamburg
Universität Hamburg,Law,Faculty of Law
Universität Hamburg,Leibniz Institute for the Analysis of Biodiversity Change (LIB Hamburg),Leibniz Institute for the Analysis of Biodiversity Change (LIB)
Universität Hamburg,Lifelong Learning,Lifelong Learning
Universität Hamburg,Linguistics,Faculty of Linguistics & Literary Studies
Universität Hamburg,MIN,"Mathematics, Informatics & Natural Sciences"
Universität Hamburg,"MIN, IPM","Mathematics, Informatics & Natural Sciences"
Universität Hamburg,Management Science and Technology,Management Science and Technology
Universität Hamburg,Marine Geophysics Group,Marine Geophysics Group
Universität Hamburg,Mathematics,Department of Mathematics
Universität Hamburg,Medienwissenschaft,Institute for Media Science
Universität Hamburg,Meteorological Institute,Institute for Meteorology
Universität Hamburg,Meteorologisches Institut,Institute for Meteorology
Universität Hamburg,Meteorology,Institute for Meteorology
Universität Hamburg,Meterorological Institute,Institute for Meteorology
Universität Hamburg,Microbiology and Biotechnology,Microbiology & Biotechnology
Universität Hamburg,Molecular Biology of Microbial Consortia,Molecular Biology of Microbial Consortia
Universität Hamburg,Molecular Plant Genetics,Molecular Plant Genetics
Universität Hamburg,Numata Centre for Buddhist Studies,Centre for Buddhist Studies (Numata Centre)
Universität Hamburg,Optical and Electronic Materials,Optical and Electronic Materials
Universität Hamburg,Optics and Electronic Materials,Optical and Electronic Materials
Universität Hamburg,Organismic Botany and Mycology,Organismic Botany and Mycology
Universität Hamburg,Physics,Institute of Physics
Universität Hamburg,Political Science,Institute for Political Science
Universität Hamburg,Post-doc Research Fellow,Universität Hamburg
Universität Hamburg,Prof.,Universität Hamburg
Universität Hamburg,Psychology/Social Work,Psychology & Social Work
Universität Hamburg,Regional Computer Centre Hamburg,Regional Computer Centre Hamburg
Universität Hamburg,Research Group Climate Change and Security (CLISEC),Research Group Climate Change and Security
Universität Hamburg,Research Methods and Statistics,Research Methods & Statistics
Universität Hamburg,Research Unit for Sustainability and Climate Risks,Sustainability and Climate Risks
Universität Hamburg,"Research and Transfer Centre ""Sustainable Development and Climate Change Management""",Centre for Sustainable Development & Climate Change Management
Universität Hamburg,Research and Transfer Centre Sustainability and Climate Change Management,Centre for Sustainable Development & Climate Change Management
Universität Hamburg,"Research and Transfer Centre „Sustainable Development and Climate Change Management""",Centre for Sustainable Development & Climate Change Management
Universität Hamburg,Section of Tropical Medicine,Section for Tropical Medicine
Universität Hamburg,Social Sciences,Department of Social Sciences
Universität Hamburg,Socioeconomics,Socioeconomics
Universität Hamburg,Sociology / Social Science Research Methods,Institute for Sociology
Universität Hamburg,Sozialwissenschaften,Department of Social Sciences
Universität Hamburg,"Technical Electrocatalysis Laboratory, Institute of Physical Chemistry",Institute for Physical Chemistry
Universität Hamburg,Technical University of Hamburg-Harburg,Technical University of Hamburg
Universität Hamburg,Technical and Macromolecular Chemistry,Institute for Technical and Macromolecular Chemistry
Universität Hamburg,The Hamburg Centre for Ultrafast Imaging,Centre for Ultrafast Imaging
Universität Hamburg,Transportation Planning and Logistics,Transportation Planning and Logistics
Universität Hamburg,UHH -,Universität Hamburg
Universität Hamburg,UNIVERSITY OF HAMBURG,Universität Hamburg
Universität Hamburg,Universitaetsklinikum Hamburg-Eppendorf = University Medical Center Hamburg-Eppendorf,University Hospital Hamburg-Eppendorf
Universität Hamburg,Universitat Hamburg (Germany),Universität Hamburg
Universität Hamburg,Universitãt Hamburg,Universität Hamburg
Universität Hamburg,University Heart Center Hamburg,University Heart Center
Universität Hamburg,University Hospital Hamburg-Eppendorf,University Hospital Hamburg-Eppendorf
Universität Hamburg,University Hospital Hamburg‐Eppendorf Department of Neurology,University Hospital Hamburg-Eppendorf
Universität Hamburg,University Medical Center Hamburg Eppendorf,University Hospital Hamburg-Eppendorf
Universität Hamburg,University Medical Center Hamburg – Eppendorf,University Hospital Hamburg-Eppendorf
Universität Hamburg,University Medical Center Hamburg- Eppendorf,University Hospital Hamburg-Eppendorf
Universität Hamburg,University Medical Center Hamburg-Eppendorf - Department of Child and Adolescent Psychiatry,Department of Child and Adolescent Psychiatry
Universität Hamburg,University Medical Center Hamburg-Eppendorf - First Department of Medicine,First Department of Medicine
Universität Hamburg,University Medical Centre Hamburg- Eppendorf,University Hospital Hamburg-Eppendorf
Universität Hamburg,University Of Hamburg,Universität Hamburg
Universität Hamburg,University of Hamburg (Mittelweg 177,Universität Hamburg
Universität Hamburg,University of Hamburg - Center for Earth System Research and Sustainability (CEN),CEN Center for Earth System Research and Sustainability
Universität Hamburg,University of Hamburg - Department for Japanese Studies,Department for Japanese Studies
Universität Hamburg,University of Hamburg - Department of Child and Adolescent Psychiatry,Department of Child and Adolescent Psychiatry
Universität Hamburg,University of Hamburg - Department of Economics,Department of Economics
Universität Hamburg,University of Hamburg - Faculty of Economics and Business Administration,Faculty of Economics and Business Administration
Universität Hamburg,University of Hamburg - Institute of Law and Economics,Institute of Law and Economics
Universität Hamburg,University of Hamburg - School of Business,School of Business
Universität Hamburg,University of Hamburg - University Medical Center Hamburg-Eppendorf,University Hospital Hamburg-Eppendorf
Universität Hamburg,University of Hamburg / Hellenic American University,Hellenic American University
Universität Hamburg,University of Hamburg / Hungarian Research Centre for Linguistics,Hungarian Research Centre for Linguistics
Universität Hamburg,University of Hamburg 2 Institute of Applied Physics,Institute of Applied Physics
Universität Hamburg,University of Hamburg Department of British and American Studies Von‐Melle‐Park 6 20146 Hamburg Germany,Department of British and American Studies
Universität Hamburg,University of Hamburg Institute of Applied Physics,Institute of Applied Physics
Universität Hamburg,University of Hamburg Institute of English and American Studies,Department of British and American Studies
Universität Hamburg,University of HamburgGermany,Universität Hamburg
Universität Hamburg,Universit�t Hamburg,Universität Hamburg
Universität Hamburg,ZBH,Centre for Bioinformatics
Universität Hamburg,ZBH - Center for Bioinformatics,Centre for Bioinformatics
Universität Hamburg,Zentrum für Lehrkräftebildung (ZLH),Centre for Teacher Education
Universität Hamburg,Zentrum für Optische Quantentechnologien,Center of Optical Quantum Technologies
Universität Hamburg,Zentrum für nachhaltiges Forschungsdatenmanagement,Centre for Sustainable Research Data Management
Universität Hamburg,Zoologisches Museum Hamburg,Zoologisches Museum
Universität Hamburg,Zoologisches Museum der,Zoologisches Museum
Universität Hamburg,a,Universität Hamburg
Universität Hamburg,a Center for Earth System Research and Sustainability (CEN),CEN
Universität Hamburg,education,Faculty of Education
Universität Hamburg,lll. Department of Internal Medicine,Department of Internal Medicine
Universität Hamburg,pDepartment of Diagnostic and Interventional Neuroradiology (J.F.),Department of Diagnostic and Interventional Neuroradiology
Universität Hamburg,st Department of Medicine,Department of Medicine
Universität Hamburg,st Dept. of Medicine,Department of Medicine
Universität Hamburg,st Medical Department,Department of Medicine
Universität Hamburg,udo.schickhoff@uni-hamburg.de CEN Center for Earth System Research and Sustainability,CEN
Universität Hamburg Department Chemie,Institut für Technische und Makromolekulare Chemie,Institute for Technical and Macromolecular Chemistry
Universität Hamburg Department Chemie,Physikalische Chemie,Institute for Physical Chemistry
Universität Hamburg Fachbereich Volkswirtschaftslehre,Department of Economics,Department of Economics
Universität Hamburg I Institut für Theoretische Physik,Physics of  Superconductivity,Physics of Superconductivity
Universität Lübeck,Airway Research Center North (ARCN),Airway Research Center North
Universität Lübeck,Center North (ARCN),Airway Research Center North
Universität Lübeck,Center of Structural and Cell Biology in Medicine (CSCM),Center of Structural and Cell Biology in Medicine
Universität Lübeck,Clinic for Internal Medicine I,Clinic for Internal Medicine
Universität Lübeck,Department of Cardiac and Thoracic Vascular Surgery,Department of Cardiac and Thoracic Vascular Surgery
Universität Lübeck,Department of Dermatology University of Luebeck Ratzeburger Allee 160,Department of Dermatology
Universität Lübeck,Department of Dermatology; University Hospital of Schleswig-Holstein; Kiel Germany,Department of Dermatology
Universität Lübeck,Department of Electrical Engineering and Computer Science,Department of Computer Science & Electrical Engineering
Universität Lübeck,Department of Infectious Diseases and Microbiology,Department of Infectious Diseases and Microbiology
Universität Lübeck,Department of Internal Medicine I,Department of Internal Medicine
Universität Lübeck,Department of Medicine I,Medicine
Universität Lübeck,Department of Neurology,Department of Neurology
Universität Lübeck,Department of Obstetrics and Gynecology,Department of Obstetrics and Gynaecology
Universität Lübeck,Department of Psychiatry and Psychotherapy,Department of Psychiatry and Psychotherapy
Universität Lübeck,Department of Psychiatry and Psychotherapy Christian‐Albrecht University of,Department of Psychiatry and Psychotherapy
Universität Lübeck,"Department of Psychiatry and Psychotherapy; Translational Psychiatry Unit, Research Group S:TEP (Substance use and related disorders: Treatment, Epidemiology and Prevention)",Department of Psychiatry and Psychotherapy
Universität Lübeck,Dynamics of Viral Structures,Viral Structures
Universität Lübeck,German Center for Infection Research (DZIF) Hamburg–Lübeck– Borstel–Riems Site,German Center for Infection Research (DZIF)
Universität Lübeck,IT Center for Clinical Research,IT Center for Clinical Research
Universität Lübeck,Informatik,Department of Computer Science
Universität Lübeck,Institut for Cardiogenetics,Institute for Cardiogenetic
Universität Lübeck,Institut für Biochemie,Institute of Biochemistry
Universität Lübeck,Institut für Biomedizinische Optik,Institute for Biomedical Optics
Universität Lübeck,Institut für Infektionsmedizin Christian‐Albrechts‐Universität zu Kiel und Universitätsklinikum Schleswig Holstein,Institut für Infektionsmedizin
Universität Lübeck,Institut für Infektionsmedizin Christian‐Albrechts‐Universität zu Kiel und Universitätsklinikum Schleswig Holstein Kiel Germany,Institut für Infektionsmedizin
Universität Lübeck,Institut für Kardiogenetik,Institute for Cardiogenetics
Universität Lübeck,Institut für Medizingeschichte und Wissenschaftsforschung,Institute for History of Medicine and Science Studies
Universität Lübeck,Institut für Medizinische Biometrie und Statistik; Universität zu Lübeck,Institut für Medizinische Biometrie und Statistik
Universität Lübeck,Institute for Biomedical Optics (BMO),Institute for Biomedical Optics
Universität Lübeck,Institute for Cardiogenetic,Institute for Cardiogenetics
Universität Lübeck,Institute for Experimental and Clinical Pharmacology and Toxicology,Institute for Experimental and Clinical Pharmacology and Toxicology
Universität Lübeck,Institute for Medical Microbiology and Hygiene,Institute for Medical Microbiology and Hygiene
Universität Lübeck,Institute for Social Medicine and Epidemiology,Institute for Social Medicine and Epidemiology
Universität Lübeck,"Institute for Social Medicine and Epidemiology, Nursing Research Unit",Institute for Social Medicine and Epidemiology
Universität Lübeck,Institute for social medicine and epidemiology,Institute for Social Medicine and Epidemiology
Universität Lübeck,"Institute for social medicine and epidemiology, nursing research unit",Institute for Social Medicine and Epidemiology
Universität Lübeck,Institute of Biochemistry,Institute of Biochemistry
Universität Lübeck,Institute of Chemistry,Institute of Chemistry
Universität Lübeck,Institute of Chemistry and Metabolomics University Lübeck,Institute of Chemistry and Metabolomics
Universität Lübeck,Institute of Human Genetics,Institute of Human Genetics
Universität Lübeck,Institute of Medical Biometry and Statistics,Institute of Medical Biometry and Statistics
Universität Lübeck,Institute of Medical Engineering,Institute of Medical Engineering
Universität Lübeck,Institute of Medical Microbiology and Clinic of Infectious Diseases,Institute of Medical Microbiology and Center for Infectious Diseases
Universität Lübeck,Institute of Neurogenetics,Institute of Neurogenetics
Universität Lübeck,Institute of clinical and experimental pharmacology and toxicology,Institute for Experimental and Clinical Pharmacology and Toxicology
Universität Lübeck,Klinik für Anaesthesiologie,Anesthesiology Clinic
Universität Lübeck,Klinik für Dermatologie Allergologie und Venerologie Universitätsklinikum Schleswig‐Holstein,Klinik für Dermatologie Allergologie und Venerologie
Universität Lübeck,Klinik für Dermatologie Venerologie und Allergologie Universitätsklinikum Schleswig‐Holstein,Klinik für Dermatologie Allergologie und Venerologie
Universität Lübeck,Klinik für Dermatologie Venerologie und Allergologie Universitätsklinikum Schleswig‐Holstein Campus Kiel,Klinik für Dermatologie Allergologie und Venerologie
Universität Lübeck,Klinik für Neurologie,Department of Neurology
Universität Lübeck,Medical Department I,Department of Medicine I
Universität Lübeck,Medicinal Chemistry and Systems Polypharmacology / Lübeck Institute of Experimental Dermatology,Institute of Experimental Dermatology
Universität Lübeck,Neurobiology,Neurobiology
Universität Lübeck,Psychiatry and Psychotherapy,Psychiatry & Psychotherapy
Universität Lübeck,Universitatsklinikum Schleswig-Holstein,University Hospital Schleswig Holstein
Universität Lübeck,University Clinic Schleswig‐Holstein – Campus Kiel,University Hospital Schleswig Holstein
Universität Lübeck,University Hospital Lübeck,University Hospital Schleswig Holstein
Universität Lübeck,University Hospital Schleswig Holstein,University Hospital Schleswig Holstein
Universität Lübeck,University Hospital Schleswig-Holstein UKSH,University Hospital Schleswig Holstein
Universität Lübeck,University Hospital Schleswig‐Holstein Campus Kiel,University Hospital Schleswig Holstein
Universität Lübeck,University Medical Center Schleswig-Holstein,University Hospital Schleswig Holstein
Universität Lübeck,University of Luebeck,Universität Lübeck
Universität Lübeck,Universität zu Lübeck Königsstraße 42,Universität Lübeck
Universität Lübeck,Universitätsklinikum Schleswig-Holstein-Campus Lübeck,University Hospital Schleswig Holstein
Universität Lübeck,in Germany.,Universität Lübeck
Universität Lübeck,sup>a</sup>Division of Pediatric Endocrinology,Division of Pediatric Endocrinology
Universität Rostock,Agricultural and Environmental Sciences,Agricultural and Environmental Sciences
Universität Rostock,Analytical Chemistry,Analytical Chemistry Chair
Universität Rostock,Aquaculture and Sea-Ranching,Aquaculture & Sea-Ranching
Universität Rostock,Chair of Mechatronics,Mechatronics Chair
Universität Rostock,Christoph Lutter,Universität Rostock
Universität Rostock,Computer Science,Department of Computer Science
Universität Rostock,Department of Agronomy,Department of Agronomy
Universität Rostock,Department of Economics,Department of Economics
Universität Rostock,Department of Neurology,Department of Neurology
Universität Rostock,Department of Orthopedics,Department of Orthopaedics
Universität Rostock,Department of Tropical Medicine and Infectious Diseases,Department of Tropical Medicine & Infectious Diseases
Universität Rostock,Department of Tropical Medicine and Infectious Diseases; Rostock University Medical Center; Rostock Germany,Department of Tropical Medicine & Infectious Diseases
Universität Rostock,Department of Tropical Medicine at the Bernhard Nocht Institute,Department of Tropical Medicine & Infectious Diseases
