short,long,llm_confirmed
University of Georgia,University of Crete - Voutes Campus,FALSE
University of Cambridge,University of Crete - Voutes Campus,FALSE
University of Tsukuba,University of Crete - Voutes Campus,FALSE
University of Tsukuba Hospital,University of Crete - Voutes Campus,FALSE
University of Passau,University of Crete - Voutes Campus,FALSE
University of Potsdam,University of Crete - Voutes Campus,FALSE
University of Ottawa,University of Crete - Voutes Campus,FALSE
University of Connecticut,University of Crete - Voutes Campus,FALSE
University of Tasmania,University of Crete - Voutes Campus,FALSE
University of Bern,University of Crete - Voutes Campus,FALSE
University of Twente,University of Crete - Voutes Campus,FALSE
University of Rzeszów,University of Crete - Voutes Campus,FALSE
University of York,University of Crete - Voutes Campus,FALSE
University of Santo Tomas,University of Crete - Voutes Campus,FALSE
University of Tartu,University of Crete - Voutes Campus,FALSE
University of Crete - Voutes Campus,University of Applied Sciences Stralsund,FALSE
University of Rhode Island,University of Crete - Voutes Campus,FALSE
University of Bayreuth,University of Crete - Voutes Campus,FALSE
University of Skikda,University of Crete - Voutes Campus,FALSE
University of Kent,University of Crete - Voutes Campus,FALSE
University of the Arts Bremen,University of Crete - Voutes Campus,FALSE
University of Regensburg,University of Crete - Voutes Campus,FALSE
University of Otago,University of Crete - Voutes Campus,FALSE
University of Wuppertal,University of Crete - Voutes Campus,FALSE
University of Denver,University of Crete - Voutes Campus,FALSE
University of Exeter,University of Crete - Voutes Campus,FALSE
University of Canterbury,University of Crete - Voutes Campus,FALSE
University of Portsmouth,University of Crete - Voutes Campus,FALSE
University of Oulu,University of Crete - Voutes Campus,FALSE
University of Waterloo,University of Crete - Voutes Campus,FALSE
University of Ulster,University of Crete - Voutes Campus,FALSE
University of Crete - Voutes Campus,University of Applied Sciences Mainz,FALSE
University of Pretoria,University of Crete - Voutes Campus,FALSE
University of Amsterdam,University of Crete - Voutes Campus,FALSE
University of Vechta,University of Crete - Voutes Campus,FALSE
University of Macau,University of Crete - Voutes Campus,FALSE
University of Miami,University of Crete - Voutes Campus,FALSE
University of the Ryukyus,University of Crete - Voutes Campus,FALSE
University of Trieste,University of Crete - Voutes Campus,FALSE
University of Wales,University of Crete - Voutes Campus,FALSE
University of Verona,University of Crete - Voutes Campus,FALSE
University of Bristol,University of Crete - Voutes Campus,FALSE
University of New Hampshire,University of Crete - Voutes Campus,FALSE
University of Crete - Voutes Campus,University of New Hampshire at Manchester,FALSE
University of North Texas,University of Crete - Voutes Campus,FALSE
University of Turku,University of Crete - Voutes Campus,FALSE
University of Crete - Voutes Campus,University of Tennessee at Knoxville,FALSE
University of Mauritius,University of Crete - Voutes Campus,FALSE
University of Chicago,University of Crete - Voutes Campus,FALSE
University of Venda,University of Crete - Voutes Campus,FALSE
University of the Free State,University of Crete - Voutes Campus,FALSE
University of Trnava,University of Crete - Voutes Campus,FALSE
University of Hamburg,University of Crete - Voutes Campus,FALSE
University of Bremen,University of Crete - Voutes Campus,FALSE
University of Texas at Austin,University of Crete - Voutes Campus,FALSE
University of Western Australia,University of Crete - Voutes Campus,FALSE
University of the Punjab,University of Crete - Voutes Campus,FALSE
University of Crete - Voutes Campus,University of Social Sciences and Humanities,TRUE
University of Manchester,University of Crete - Voutes Campus,NA
University of the Basque Country,University of Crete - Voutes Campus,NA
University of Plymouth,University of Crete - Voutes Campus,NA
University of São Paulo,University of Crete - Voutes Campus,NA
University of Westminster,University of Crete - Voutes Campus,NA
University of Ulm,University of Crete - Voutes Campus,NA
University of Augsburg,University of Crete - Voutes Campus,NA
University of Tehran,University of Crete - Voutes Campus,FALSE
University of Crete - Voutes Campus,University of Applied Sciences Magdeburg Stendal,FALSE
University of GH,University of Crete - Voutes Campus,FALSE
University of Crete - Voutes Campus,University of Bremen Centre for Social Policy Studies,FALSE
University of Rome Tor Vergata,University of Crete - Voutes Campus,FALSE
University of Bordeaux,University of Crete - Voutes Campus,FALSE
University of Bamberg,University of Crete - Voutes Campus,FALSE
University of Leeds,University of Crete - Voutes Campus,FALSE
University of Crete - Voutes Campus,University of Leeds Faculty of Environment,FALSE
University of Graz,University of Crete - Voutes Campus,FALSE
University of Essen,University of Crete - Voutes Campus,FALSE
University of Crete - Voutes Campus,University of Cambridge Judge Business School,FALSE
University of Rostock,University of Crete - Voutes Campus,FALSE
University of Minnesota,University of Crete - Voutes Campus,FALSE
University of Greifswald,University of Crete - Voutes Campus,FALSE
University of Valparaíso,University of Crete - Voutes Campus,FALSE
University of Saint Louis,University of Crete - Voutes Campus,FALSE
University of Crete - Voutes Campus,University of Peradeniya Faculty of Dental Sciences,FALSE
University of Colorado,University of Crete - Voutes Campus,FALSE
University of Texas System,University of Crete - Voutes Campus,FALSE
University of New South Wales,University of Crete - Voutes Campus,FALSE
University of the Sunshine Coast,University of Crete - Voutes Campus,FALSE
University of Crete - Voutes Campus,"University of the Sunshine Coast, Queensland",FALSE
University of Western Sydney,University of Crete - Voutes Campus,FALSE
University of Pecs,University of Crete - Voutes Campus,FALSE
University of Hull,University of Crete - Voutes Campus,FALSE
University of Colorado Denver,University of Crete - Voutes Campus,FALSE
University of Luxembourg,University of Crete - Voutes Campus,FALSE
University of Crete - Voutes Campus,University of the Ryukyus University Hospital,FALSE
University of Toulouse,University of Crete - Voutes Campus,FALSE
University of Cyprus,University of Crete - Voutes Campus,FALSE
University of Lahore,University of Crete - Voutes Campus,FALSE
University of Trier,University of Crete - Voutes Campus,FALSE
University of Lausanne,University of Crete - Voutes Campus,FALSE
University of Cape Town,University of Crete - Voutes Campus,FALSE
University of the Cordilleras,University of Crete - Voutes Campus,FALSE
University of Barcelona,University of Crete - Voutes Campus,FALSE
University of Stockholm,University of Crete - Voutes Campus,FALSE
University of Sussex,University of Crete - Voutes Campus,FALSE
University of Kiel,University of Crete - Voutes Campus,FALSE
University of Mataram,University of Crete - Voutes Campus,FALSE
University of Crete - Voutes Campus,University of Nebraska Medical Center,FALSE
Foundation of Research and Technology Hellas,Foundation for Research and Technology Hellas,TRUE
Wageningen Universiteit,Wageningen University & Research,TRUE
University of Zurich,University of Stirling,FALSE
Universität Greifswald,University of Stirling,FALSE
University of Stirling,University of Stuttgart,FALSE
University of Stirling,University of South Australia,FALSE
University of Alberta,University of Stirling,FALSE
University of Cologne,University of Stirling,FALSE
University of Stirling,"University of Maryland, Baltimore",FALSE
University of Stirling,"University of Maryland, College Park",FALSE
University of Baghdad,University of Stirling,FALSE
University of Stirling,University Hospital Ulm,FALSE
University of Stirling,University of Newcastle Australia,FALSE
University of Stirling,University Hospital Heidelberg,FALSE
University of Konstanz,University of Stirling,FALSE
University of Tübingen,University of Stirling,FALSE
University of Stirling,University of Southampton,FALSE
University of Toronto,University of Stirling,FALSE
University of Stirling,University of Copenhagen,FALSE
University of Iceland,University of Stirling,FALSE
University of Reading,University of Stirling,FALSE
University of Stirling,University of Nottingham,FALSE
University of Stirling,University Hospital Magdeburg,FALSE
University of Oxford,University of Stirling,FALSE
University of Liège,University of Stirling,FALSE
University of Stirling,University of Wisconsin–Madison,FALSE
University of Stirling,University of Agriculture Faisalabad,FALSE
University of Stirling,University of Faisalabad,FALSE
University of Stirling,University Medical Center,FALSE
University of Stirling,"University of California, Los Angeles",FALSE
University of Erfurt,University of Stirling,FALSE
University of Malaya,University of Stirling,FALSE
University of Stirling,University of Central Asia,FALSE
University of Aberdeen,University of Stirling,FALSE
University of Szczecin,University of Stirling,FALSE
University of Stirling,"University of California, Riverside",FALSE
University of Iowa,University of Stirling,FALSE
University of Nairobi,University of Stirling,FALSE
University of Stirling,University of Hyderabad,FALSE
University of Münster,University of Stirling,FALSE
Université de Montréal,University of Stirling,FALSE
University of Auckland,University of Stirling,FALSE
University of Stirling,University of Liverpool,FALSE
University of Freiburg,University of Stirling,FALSE
University of Stirling,University of Duisburg-Essen,FALSE
University of Oslo,University of Stirling,FALSE
University of Helsinki,University of Stirling,FALSE
University of Stirling,University Hospital Leipzig,FALSE
University of Stirling,University of St Andrews,FALSE
University of Stirling,University of Technology Malaysia,FALSE
University of Stirling,University of Göttingen,FALSE
University of Stirling,University Medical Center Freiburg,FALSE
University of Bonn,University of Stirling,FALSE
University of Stirling,University of Pennsylvania,FALSE
University of Stirling,"University of California, Davis",FALSE
University of Utah,University of Stirling,FALSE
University of Stirling,"University of California, Santa Cruz",FALSE
University of Stirling,University Hospital Cologne,FALSE
University of Stirling,University of Sheffield,FALSE
University of Vienna,University of Stirling,FALSE
University of Geneva,University of Stirling,FALSE
University of Stirling,University of Hawaii System,FALSE
University of Stirling,University of Hawaiʻi at Mānoa,FALSE
University of Agder,University of Stirling,FALSE
University of Stirling,University Hospital Münster,FALSE
University of Stirling,University of Saskatchewan,FALSE
University of Guelph,University of Stirling,FALSE
University of Stirling,University of Birmingham,FALSE
University of Kassel,University of Stirling,FALSE
University of Stirling,University of Electronic Science and Technology of China,FALSE
Universität Ulm,University of Stirling,FALSE
University of Macerata,University of Stirling,FALSE
University of Delaware,University of Stirling,FALSE
University of Stirling,University of Southern Denmark,FALSE
University of Basel,University of Stirling,FALSE
University of Stirling,University of Hohenheim,FALSE
University of Bath,University of Stirling,FALSE
University of Stirling,University of Leicester,FALSE
University of Stirling,University of the Witwatersrand,FALSE
University of Stirling,Universitätsklinikum Würzburg,FALSE
University of Stirling,University of St.Gallen,FALSE
University of Stirling,University of the Philippines System,FALSE
University of Alicante,University of Stirling,FALSE
University of Coimbra,University of Stirling,FALSE
University of Bergen,University of Stirling,FALSE
University of Maine,University of Stirling,FALSE
University of Crete,University of Stirling,FALSE
University of Stirling,University of Hong Kong,FALSE
University of Guam,University of Stirling,FALSE
University of Stirling,University of Groningen,FALSE
University of Siegen,University of Stirling,FALSE
University of Padua,University of Stirling,FALSE
University of Stirling,University of Chittagong,FALSE
University of Würzburg,University of Stirling,FALSE
University of Georgia,University of Stirling,FALSE
University of Stirling,University of Cambridge,FALSE
University of Stirling,University of Wollongong,FALSE
University of Stirling,University of Washington,FALSE
University of Tsukuba,University of Stirling,FALSE
University of Stirling,University of Tsukuba Hospital,FALSE
University of Passau,University of Stirling,FALSE
University of Potsdam,University of Stirling,FALSE
University of Glasgow,University of Stirling,FALSE
University of Ottawa,University of Stirling,FALSE
University of Stirling,University of Liberal Arts Bangladesh,FALSE
University of Stirling,University of Connecticut,FALSE
University of Tasmania,University of Stirling,FALSE
University of Stirling,"University of California, Berkeley",FALSE
University of Stirling,"University of California, San Francisco",FALSE
University of Calgary,University of Stirling,FALSE
University of Bern,University of Stirling,FALSE
University of Twente,University of Stirling,FALSE
University of Rzeszów,University of Stirling,FALSE
University of Stirling,University of Johannesburg,FALSE
University of Stirling,"University of California, Santa Barbara",FALSE
University of Stirling,University of Indonesia,FALSE
University of York,University of Stirling,FALSE
University of Stirling,University of Santo Tomas,FALSE
University of Stirling,University of East Anglia,FALSE
University of Tartu,University of Stirling,FALSE
University of Ghana,University of Stirling,FALSE
University of Stirling,University of Applied Sciences Stralsund,FALSE
University of Stirling,University of Rhode Island,FALSE
University of Stirling,University of the Philippines Diliman,FALSE
University of Waikato,University of Stirling,FALSE
University of Stirling,University of Health and Allied Sciences,FALSE
University of Bradford,University of Stirling,FALSE
University of Madras,University of Stirling,FALSE
University of Bayreuth,University of Stirling,FALSE
University of London,University of Stirling,FALSE
University of Skikda,University of Stirling,FALSE
University of Stirling,University of Central Oklahoma,FALSE
University of Stirling,University of Peradeniya,FALSE
University of Kent,University of Stirling,FALSE
University of Stirling,University of the Arts Bremen,FALSE
University of Bologna,University of Stirling,FALSE
University of Stirling,University of Regensburg,FALSE
University of Malta,University of Stirling,FALSE
Universitat de Girona,University of Stirling,FALSE
University of Otago,University of Stirling,FALSE
University of Stirling,University of Milano-Bicocca,FALSE
University of Stirling,University of Wuppertal,FALSE
University of Stirling,University of Pedagogical Sciences,FALSE
University of Denver,University of Stirling,FALSE
University of Exeter,University of Stirling,FALSE
University of Stirling,University of Hormozgan,FALSE
University of Stirling,University of Canterbury,FALSE
University of Stirling,University of Edinburgh,FALSE
University of Stirling,University of Allahabad,FALSE
University of Stirling,Université Grenoble Alpes,FALSE
University of Stirling,Université Gustave Eiffel,FALSE
University of Stirling,University of Portsmouth,FALSE
University of Stirling,University of Science and Technology of China,FALSE
University of Stirling,University of Rajasthan,FALSE
University of Stirling,University of Finance - Marketing,FALSE
University of Sharjah,University of Stirling,FALSE
University of Delhi,University of Stirling,FALSE
University of Warsaw,University of Stirling,FALSE
University of Oulu,University of Stirling,FALSE
Université Paris Cité,University of Stirling,FALSE
University of Waterloo,University of Stirling,FALSE
University of Haifa,University of Stirling,FALSE
University of Ulster,University of Stirling,FALSE
University of Stirling,University of Applied Sciences Mainz,FALSE
University of Pretoria,University of Stirling,FALSE
University of Łódź,University of Stirling,FALSE
University of Lisbon,University of Stirling,FALSE
University of Stirling,University of Amsterdam,FALSE
University of Vechta,University of Stirling,FALSE
University of Macau,University of Stirling,FALSE
University of Miami,University of Stirling,FALSE
University of Stirling,University of the Ryukyus,FALSE
University of Manitoba,University of Stirling,FALSE
University of Michigan,University of Stirling,FALSE
University of Stirling,University Hospital of Basel,FALSE
University of Stirling,University of Louisiana at Lafayette,FALSE
University of Trieste,University of Stirling,FALSE
University of Ibadan,University of Stirling,FALSE
University of Wales,University of Stirling,FALSE
University of Stirling,University of Pittsburgh,FALSE
University of Stirling,Universitätsklinik für Neurologie,FALSE
University of Verona,University of Stirling,FALSE
University of Bristol,University of Stirling,FALSE
University of Stirling,University Hospital Zurich,FALSE
University of Stirling,University of Hildesheim,FALSE
University of Stirling,University of New Hampshire,FALSE
University of Stirling,University of North Texas,FALSE
University of Stirling,University Hospital Regensburg,FALSE
University of Turku,University of Stirling,FALSE
University of Stirling,University of Gothenburg,FALSE
University of Stirling,University of Applied Sciences Appollon,FALSE
University of Stirling,Universiti Malaysia Terengganu,FALSE
University of Stirling,University of Tennessee at Knoxville,FALSE
University of Stirling,University of Mauritius,FALSE
University of Stirling,University of Magdalena,FALSE
University of Dhaka,University of Stirling,FALSE
University of Stirling,Universiti Putra Malaysia,FALSE
University of Stirling,University of British Columbia,FALSE
University of Chicago,University of Stirling,FALSE
University of Stirling,University Children's Hospital Tübingen,FALSE
University of Venda,University of Stirling,FALSE
University of Stirling,University of the Free State,FALSE
University of Trnava,University of Stirling,FALSE
University of Stirling,University Hospital of Bern,FALSE
Universität Wien,University of Stirling,FALSE
University of Hamburg,University of Stirling,FALSE
University of Bremen,University of Stirling,FALSE
University of Stirling,University College Dublin,FALSE
University of Stirling,University of Texas at Austin,FALSE
Universität zu Köln,University of Stirling,FALSE
University of Stirling,University of California Los Angeles,FALSE
University of Stirling,University of Technology Sydney,FALSE
University of Lübeck,University of Stirling,FALSE
University of Stirling,University of the Philippines Cebu,FALSE
University of Stirling,University of South Carolina,FALSE
University of Stirling,University of Western Australia,FALSE
University of Stirling,University of the Punjab,FALSE
University of Stirling,University of Social Sciences and Humanities,FALSE
University of Stirling,University of Manchester,FALSE
University of Stirling,University of the Basque Country,FALSE
University of Plymouth,University of Stirling,FALSE
Universiteit Leiden,University of Stirling,FALSE
Universiteit Gent,University of Stirling,FALSE
University of Stirling,University of São Paulo,FALSE
University of Hyogo,University of Stirling,FALSE
University of Stirling,Universiti Teknologi MARA,FALSE
University of Stirling,University of Westminster,FALSE
University of Stirling,University of California Davis,FALSE
Universitetet i Oslo,University of Stirling,FALSE
University of Stirling,"University of Agriculture, Faisalabad",FALSE
University of Stirling,University of Rouen Normandy,FALSE
University of Stirling,University Hospital Schleswig-Holstein,FALSE
University of Stirling,University of California Santa Barbara,FALSE
University of Stirling,"University of California, Irvine",FALSE
University of Ulm,University of Stirling,FALSE
University of Augsburg,University of Stirling,FALSE
University of Tehran,University of Stirling,FALSE
University of Stirling,University of Tuebingen,FALSE
University of Stirling,University of Melbourne,NA
University of Stirling,Universitas Pelita Harapan,NA
University of Stirling,University of California,NA
University of GH,University of Stirling,FALSE
University of Stirling,University Hospital of Zurich,FALSE
University of Stirling,University of Oldenburg,TRUE
University of Stirling,University of Erlangen-Nuremberg,FALSE
University of Stirling,University of Rome Tor Vergata,FALSE
University of Bordeaux,University of Stirling,FALSE
University of Bamberg,University of Stirling,FALSE
University of Leeds,University of Stirling,FALSE
University of Graz,University of Stirling,FALSE
University of Essen,University of Stirling,FALSE
University of Stirling,University of South Florida,FALSE
Universität Koblenz,University of Stirling,FALSE
University of Stirling,Universitas Negeri Malang,FALSE
Universität Siegen,University of Stirling,FALSE
University of Lübeck:,University of Stirling,FALSE
University of Stirling,Universitätsklinikum Ulm,FALSE
University of Latvia,University of Stirling,FALSE
University of Stirling,University of Magdeburg,FALSE
University of Rostock,University of Stirling,FALSE
University of Stirling,University of Minnesota,FALSE
University of Stirling,University of Greifswald,FALSE
University of Stirling,University of the Philippines Los Baños,FALSE
University of Stirling,University of the Philippines,FALSE
University of Stirling,University of Valparaíso,FALSE
University of Stirling,University of Saint Louis,FALSE
University of Peshawar,University of Stirling,FALSE
University of Stirling,University of Wuerzburg,FALSE
University of Warwick,University of Stirling,FALSE
University of Stirling,University of Sri Jayewardenepura,FALSE
University of Florida,University of Stirling,FALSE
University of Colorado,University of Stirling,FALSE
University of Nigeria,University of Stirling,FALSE
University of Stirling,University of Eastern Finland,FALSE
University Kiel,University of Stirling,FALSE
University of Stirling,University of Texas System,FALSE
University of Stirling,University of New South Wales,FALSE
University of Stirling,University of the Sunshine Coast,FALSE
University of Stirling,University of Western Sydney,FALSE
University of Pecs,University of Stirling,FALSE
University of Hull,University of Stirling,FALSE
University of Stirling,University of Colorado Denver,FALSE
University of Stirling,University of Luxembourg,FALSE
University of Stirling,University Hospital Aintree,FALSE
University of Stirling,University of Hawai'i at Manoa,FALSE
University of Toulouse,University of Stirling,FALSE
University of Cyprus,University of Stirling,FALSE
Universitat Bern,University of Stirling,FALSE
University of Lahore,University of Stirling,FALSE
University of Bahrain,University of Stirling,FALSE
University of Trier,University of Stirling,FALSE
Universität Salzburg,University of Stirling,FALSE
University of Lausanne,University of Stirling,FALSE
University of Stirling,University of Cape Town,FALSE
University of Stirling,University of Ljubljana,FALSE
University of Salzburg,University of Stirling,FALSE
University of Stirling,University of Oxford Worcester College,FALSE
University of Stirling,University of Oxford Nuffield College,FALSE
University of Leipzig,University of Stirling,FALSE
University Bremen,University of Stirling,FALSE
University of Stirling,University of Hertfordshire,FALSE
University of Adelaide,University of Stirling,FALSE
University of Stirling,University of the Cordilleras,FALSE
Universitas Airlangga,University of Stirling,FALSE
University of Stirling,"University of Mumbai, Subcentre Ratnagiri",FALSE
University of Stirling,University of Barcelona,FALSE
University Tuebingen,University of Stirling,FALSE
University of Arizona,University of Stirling,FALSE
University of Stirling,"University of California, Los Angeles (UCLA)",FALSE
University of Stirling,University of Stockholm,FALSE
University of Sussex,University of Stirling,FALSE
University of Kiel,University of Stirling,FALSE
University of Mataram,University of Stirling,FALSE
University of Mannheim,University of Stirling,FALSE
University of Stirling,University of California Irvine,FALSE
Universität Bremen,Universität des Saarlandes,FALSE
Universität Hamburg,Universität des Saarlandes,FALSE
Universität Greifswald,Universität des Saarlandes,FALSE
Universität des Saarlandes,Universitätsmedizin Greifswald,FALSE
University of Alberta,Universität des Saarlandes,FALSE
Universität des Saarlandes,University of Newcastle Australia,FALSE
University of Iceland,Universität des Saarlandes,FALSE
University of Reading,Universität des Saarlandes,FALSE
University Medical Center,Universität des Saarlandes,FALSE
University of Malaya,Universität des Saarlandes,FALSE
University of Central Asia,Universität des Saarlandes,FALSE
Universidade da Coruña,Universität des Saarlandes,FALSE
Université de Montréal,Universität des Saarlandes,FALSE
University of St Andrews,Universität des Saarlandes,FALSE
Universitat de Barcelona,Universität des Saarlandes,FALSE
Université d'Angers,Universität des Saarlandes,FALSE
University of Saskatchewan,Universität des Saarlandes,FALSE
Universitas Yos Soedarso,Universität des Saarlandes,FALSE
University of Kassel,Universität des Saarlandes,FALSE
Universität Ulm,Universität des Saarlandes,FALSE
University of Macerata,Universität des Saarlandes,FALSE
University of Delaware,Universität des Saarlandes,FALSE
Universidad de Granada,Universität des Saarlandes,FALSE
University of Alicante,Universität des Saarlandes,FALSE
Université de Perpignan,Universität des Saarlandes,FALSE
Universiti Sains Malaysia,Universität des Saarlandes,FALSE
Universität des Saarlandes,University of Liberal Arts Bangladesh,FALSE
University of Tasmania,Universität des Saarlandes,FALSE
Universitat de Lleida,Universität des Saarlandes,FALSE
Universidade de Brasília,Universität des Saarlandes,FALSE
Universität Trier,Universität des Saarlandes,TRUE
University of East Anglia,Universität des Saarlandes,NA
Universität des Saarlandes,Universiti Brunei Darussalam,NA
Universidad de León,Universität des Saarlandes,NA
Université de Rennes,Universität des Saarlandes,NA
University of Rhode Island,Universität des Saarlandes,NA
Universität des Saarlandes,University of Health and Allied Sciences,NA
University of Madras,Universität des Saarlandes,NA
University of Peradeniya,Universität des Saarlandes,NA
Universitat de Girona,Universität des Saarlandes,NA
University of Rajasthan,Universität des Saarlandes,NA
University of Ulster,Universität des Saarlandes,NA
University of Amsterdam,Universität des Saarlandes,NA
Universidad de Londres,Universität des Saarlandes,FALSE
University of Magdalena,Universität des Saarlandes,FALSE
Universität Stuttgart,Universität des Saarlandes,FALSE
Universität Münster,Universität des Saarlandes,FALSE
Universität Wien,Universität des Saarlandes,FALSE
Universität des Saarlandes,University of Texas at Austin,FALSE
Universität zu Köln,Universität des Saarlandes,FALSE
Universität Heidelberg,Universität des Saarlandes,FALSE
Universitas Syiah Kuala,Universität des Saarlandes,FALSE
Universität Duisburg-Essen,Universität des Saarlandes,FALSE
Universität des Saarlandes,University of Western Australia,FALSE
Universität des Saarlandes,Universidade Estadual de Campinas,FALSE
Universitätsverlag Kiel,Universität des Saarlandes,FALSE
Universität des Saarlandes,Universita degli studi di Genova,FALSE
Universidad de los Andes,Universität des Saarlandes,FALSE
Universität des Saarlandes,Universitat Oberta de Catalunya,FALSE
Universität des Saarlandes,Universitat de les Illes Balears,FALSE
Universidad San Sebastián,Universität des Saarlandes,FALSE
University of Tehran,Universität des Saarlandes,FALSE
Universitas Pelita Harapan,Universität des Saarlandes,FALSE
University of Leeds,Universität des Saarlandes,FALSE
University of Essen,Universität des Saarlandes,FALSE
Universität Koblenz,Universität des Saarlandes,FALSE
Universitas Negeri Malang,Universität des Saarlandes,FALSE
Universität Siegen,Universität des Saarlandes,FALSE
Universität des Saarlandes,University of Eastern Finland,FALSE
University Kiel,Universität des Saarlandes,FALSE
Universität des Saarlandes,Universitätsklinikum Düsseldorf,FALSE
Universität des Saarlandes,University Hospital Aintree,FALSE
Universitat Bern,Universität des Saarlandes,FALSE
Universität Salzburg,Universität des Saarlandes,FALSE
University of Lausanne,Universität des Saarlandes,FALSE
Universität Bielefeld,Universität des Saarlandes,FALSE
Universität Kassel,Universität des Saarlandes,FALSE
Universität des Saarlandes,Universidad Estatal de Bolívar,FALSE
University of Adelaide,Universität des Saarlandes,FALSE
Universitas Airlangga,Universität des Saarlandes,FALSE
Universidad de Málaga,Universität des Saarlandes,FALSE
Universität Potsdam,Universität des Saarlandes,FALSE
Universidad del Salvador,Universität des Saarlandes,FALSE
University of Mataram,Universität des Saarlandes,FALSE
Universidad Austral,Universität des Saarlandes,FALSE
University of Stirling,Universität des Saarlandes,FALSE
University of Zurich,University of Southern California,FALSE
University of Stuttgart,University of Southern California,FALSE
University of South Australia,University of Southern California,FALSE
University of Alberta,University of Southern California,FALSE
University of Cologne,University of Southern California,FALSE
"University of Maryland, Baltimore",University of Southern California,FALSE
University of Baghdad,University of Southern California,FALSE
University Hospital Ulm,University of Southern California,FALSE
University of Newcastle Australia,University of Southern California,FALSE
University of Konstanz,University of Southern California,FALSE
University of Tübingen,University of Southern California,FALSE
University of Southampton,University of Southern California,FALSE
University of Toronto,University of Southern California,FALSE
University of Copenhagen,University of Southern California,FALSE
University of Iceland,University of Southern California,FALSE
University of Reading,University of Southern California,FALSE
University of Nottingham,University of Southern California,FALSE
University Hospital Magdeburg,University of Southern California,FALSE
University of Oxford,University of Southern California,FALSE
University of Liège,University of Southern California,FALSE
University of Wisconsin–Madison,University of Southern California,FALSE
University of Southern California,University of Agriculture Faisalabad,FALSE
University of Faisalabad,University of Southern California,FALSE
University of Southern California,University of Chinese Academy of Sciences,FALSE
University of Southern California,"University of California, Los Angeles",FALSE
University of Erfurt,University of Southern California,FALSE
University of Malaya,University of Southern California,FALSE
University of Central Asia,University of Southern California,FALSE
University College London,University of Southern California,FALSE
University of Aberdeen,University of Southern California,FALSE
University of Szczecin,University of Southern California,FALSE
University of Southern California,"University of California, Riverside",FALSE
University of Colorado Boulder,University of Southern California,FALSE
University of Iowa,University of Southern California,FALSE
University of Nairobi,University of Southern California,FALSE
University of Hyderabad,University of Southern California,FALSE
University of Münster,University of Southern California,FALSE
University of Auckland,University of Southern California,FALSE
University of Liverpool,University of Southern California,FALSE
University of Freiburg,University of Southern California,FALSE
University of Oslo,University of Southern California,FALSE
University of Helsinki,University of Southern California,FALSE
University of St Andrews,University of Southern California,FALSE
University of Technology Malaysia,University of Southern California,FALSE
University of Göttingen,University of Southern California,FALSE
University of Bonn,University of Southern California,FALSE
University of Pennsylvania,University of Southern California,FALSE
"University of California, Davis",University of Southern California,FALSE
University of Utah,University of Southern California,FALSE
University of Southern California,"University of California, Santa Cruz",FALSE
University Hospital Cologne,University of Southern California,FALSE
University of Sheffield,University of Southern California,FALSE
University of Vienna,University of Southern California,FALSE
University of Geneva,University of Southern California,FALSE
University of Hawaii System,University of Southern California,FALSE
University of Hawaiʻi at Mānoa,University of Southern California,FALSE
University of Agder,University of Southern California,FALSE
University Hospital Münster,University of Southern California,FALSE
University of Saskatchewan,University of Southern California,FALSE
University of Guelph,University of Southern California,FALSE
University of Birmingham,University of Southern California,FALSE
University of Kassel,University of Southern California,FALSE
University of Southern California,University of Electronic Science and Technology of China,FALSE
University of Macerata,University of Southern California,FALSE
University of Delaware,University of Southern California,FALSE
University of Southern Denmark,University of Southern California,FALSE
University of Basel,University of Southern California,FALSE
University of Hohenheim,University of Southern California,FALSE
University of Bath,University of Southern California,FALSE
University of Leicester,University of Southern California,FALSE
University of the Witwatersrand,University of Southern California,FALSE
University of St.Gallen,University of Southern California,FALSE
University of Alicante,University of Southern California,FALSE
University of Coimbra,University of Southern California,FALSE
University of Bergen,University of Southern California,FALSE
University of Maine,University of Southern California,FALSE
University of Crete,University of Southern California,FALSE
University of Hong Kong,University of Southern California,FALSE
University of Guam,University of Southern California,FALSE
University of Groningen,University of Southern California,FALSE
University of Siegen,University of Southern California,FALSE
University of Padua,University of Southern California,FALSE
University of Chittagong,University of Southern California,FALSE
University of Georgia,University of Southern California,FALSE
University of Koblenz and Landau,University of Southern California,FALSE
University of Cambridge,University of Southern California,FALSE
University of Wollongong,University of Southern California,FALSE
University of Washington,University of Southern California,FALSE
University of Tsukuba,University of Southern California,FALSE
University of Tsukuba Hospital,University of Southern California,FALSE
University of Passau,University of Southern California,FALSE
University of Potsdam,University of Southern California,FALSE
University of Glasgow,University of Southern California,FALSE
University of Ottawa,University of Southern California,FALSE
University of Southern California,University of Liberal Arts Bangladesh,FALSE
University of Connecticut,University of Southern California,FALSE
University of Tasmania,University of Southern California,FALSE
University of Southern California,"University of California, Berkeley",FALSE
University of Southern California,"University of California, San Francisco",FALSE
University of Calgary,University of Southern California,FALSE
University of Bern,University of Southern California,FALSE
University of Twente,University of Southern California,FALSE
University of Rzeszów,University of Southern California,FALSE
University of Johannesburg,University of Southern California,FALSE
University of Southern California,"University of California, Santa Barbara",FALSE
University of Indonesia,University of Southern California,FALSE
University of York,University of Southern California,FALSE
University of Santo Tomas,University of Southern California,FALSE
University of East Anglia,University of Southern California,FALSE
University of Tartu,University of Southern California,FALSE
University of Ghana,University of Southern California,FALSE
